mu,sigma
-3027151.415331632,20956983.442733
27944.400486656974,154359.12763789523
-17159.0856725421,120856.5538879041
3.4267350003156256,471.5255923206668
83659.02040331683,525565.2275352072
-394189569405.3033,2759327043925.1577
40408.819393119935,275576.7974918122
-11335.584328898654,80270.51490848395
3157134.1576602776,22149583.138932362
5879.250468884301,33747.18830780609
3021233366148.315,21148633559178.355
-41463.782922303726,219325.61633644195
24.20635672674971,8515.586578457001
-407551.0248369357,2419865.308633139
619243.1095217091,6688650.032444742
-443663.39089922415,3170799.3182686404
-765.5278746751073,4385.662124372918
817.1778517762951,5552.99711764208
73643.41127702058,515025.15508327243
-3609.0825284082857,26324.0372106011
-508.43847585571547,2833.6885776090026
-213679.77742498595,1468246.2214936647
44451.51400178422,332383.39195701486
885777.0646601901,6224989.76732164
17.226216469191712,14270.893887139619
-6725.632285435388,48927.48301367163
49.11250872756205,130.4176995075044
-21678.34147304914,147747.656467341
2102.3273365922146,17617.898528471465
3.7767838560984632,209.92591250865465
-1495.5471700552935,11547.357595248479
797.5395243978232,6346.621720893682
5280.636040964029,27689.322277192186
-12423.128681246068,148699.5030627281
1831.9693286888673,29966.1832390441
-389.4854767695862,3863.551389024039
-340969721.1744102,2386810002.695155
-762.2357009723651,24251.523909390304
1200739.9953282923,8391669.124344852
321.64431978108956,3299.8890275245867
22691.04761912044,153902.89798100584
-277083.23927314486,1931795.8402658033
4916.7349388325,35588.83582354583
-389991.18773767934,2755619.020010907
871261.3319349535,5976442.359026884
320.80834496154426,6334.707886338179
1197484.2310141802,8377888.438914452
-237.6756947226986,4587.011570470195
2654.9072393443307,24638.61520664908
-1054.8948116871188,5160.723022648061
16354.23878575587,113399.99546091662
20155.762422296473,131189.17451430083
-1587.6784717079197,7295.410996986455
60391.93449433916,442780.0965350242
16300.389371600544,270190.23947275523
29674.651737137097,147776.44406907744
15846.291609013062,80862.52004636615
-17204.659760200684,85806.73659001829
-1735203.055972456,12172248.680229656
27389.4273863657,175617.76126983756
370210.03022810875,2616930.451346909
-1265.0741921093618,7152.288987053921
-3116.4643253275335,17827.341398378947
-64568.30591830657,452009.8607819426
-14506.949178568244,117483.59607163731
84457.04975132665,584655.7752030835
-5766061.115422359,40326742.29549248
54.741690402225096,263.13477692865666
-58062.4733909267,404397.3030801783
2187.1485094428554,10334.698710992398
144687.76387938068,1011235.8735743306
101520.00893823452,613794.9655940445
122070434.27837351,854470145.3202807
2648.894467132042,17575.817060794816
14090.634726179625,99115.67855796336
-15.459657783933038,625.0363001496239
-6612.845176054392,70990.41952803665
270.0776076254337,2011.654043663169
5569.494631517125,37627.71799601478
466.86425437266377,21274.22460466999
1296695.0163513804,8656554.900872555
23255.941487001524,228258.0257728834
129406.30593440142,896207.7659477717
-728.192563970473,92341.15169685129
55742.83200552312,397446.2534107056
-13.843423993763306,559.3737064895734
-351982.86694181914,1912092.830391262
-184.33960930462817,2683.8320765497847
-5362061.012339461,37532648.78883006
1615811.1860002505,9622695.698355759
-1896941.0929822116,13432289.320661884
104142.31141078932,756225.8965358213
-1686106154.6400964,11802808765.34703
-127834.3365117004,914159.1910860465
-556.0674025920109,4051.5348585801853
-61705.42366391766,434694.34507240175
1803.8865755153925,11921.889707757748
6562.13165451477,30658.52797055948
-8339.619933488982,90778.82539806719
3111.10233626509,22547.054012941917
