mu,sigma
55.322846066951094,29.788979007296877
50.07750845238514,15.64873312715552
49.58801971682397,14.503553695000193
52.073904126941244,14.022885216121734
49.09496656594689,11.840107593559184
51.965270849481804,21.13114542779559
46.80753388313535,22.379117514157578
48.72479258841632,11.095178274152735
52.84324091410479,20.352715137402765
49.93170118191177,14.516353609883087
48.98114800349452,11.58112246282553
49.37323738786692,21.377357759057098
48.94331293290818,16.855795161828627
53.61615493361045,17.706749970156483
50.98321224901344,17.251519365732154
48.964850397180584,11.577522280097648
55.772949712353466,14.209346638569512
47.80145438207994,22.168655253157954
46.94177002790916,15.336248266326091
54.167087174905504,15.44733081828901
50.1607592405178,23.006086831577484
50.83734596794936,15.80431370930268
48.353370538481215,13.723368381822556
52.83832549243946,17.32006405553686
49.1983166824419,17.47874213449265
50.421704260854725,17.032191755577614
52.100639388236644,16.257861537594067
43.13973431786273,19.311052965005516
51.620306423594286,17.597121775380625
52.96842400772241,18.548119797025663
52.13225479566786,18.166282653147505
47.114739865125784,22.10285968296026
46.585563628252,19.03590193287172
44.13750717538765,21.62292760415873
49.50749200675854,24.801605808315692
45.623652122063895,26.269997267525998
50.955691656305355,27.058618018715087
49.87175944823639,16.382824653309648
52.29414349928307,17.69073361036188
50.077334288016345,13.244458209534312
46.99367315843616,17.570381016871092
47.12533431541521,15.696379253166837
47.92801015077829,17.211131387552335
49.216544804996744,15.025837066950597
45.156104110382124,14.675801739303711
49.528059300007534,21.718824888990913
50.85058312791203,13.269144226760996
49.76057791498927,20.726370738875815
45.350693695329,26.7716127894863
44.75913701289815,25.619475323696918
49.70017897849617,11.706544200444402
41.471877927590796,28.021759312636313
53.11227886219637,12.440945914824855
52.98146249257813,19.54835147159857
48.135900725609325,24.256521712638428
49.325651222440364,19.23389140382973
50.25614351322875,14.475199381325227
48.110057239018985,28.53006162622128
48.24475018242134,15.118456508890153
46.55982431810385,12.371902552568963
48.25158262569503,15.700594471590241
49.57966436297109,16.601721313673124
50.482174013963956,14.245838374840144
51.80576372270841,13.70644761943839
53.02958429701646,18.94774660805854
49.22574533835212,19.333738522790256
49.95356376499585,17.234819206050666
54.33171239336906,16.538386803009292
52.23868300646805,24.785932331156047
53.6507132213736,16.135024265784324
50.784504661138975,20.767401915669925
47.91179213072872,19.473520675157864
50.55824283913169,19.53583891489079
49.09944273418037,11.618007970813215
44.72558714118003,18.821198387310826
44.48252728912018,23.110610290308948
49.5609880944257,11.643972939598472
50.84012049007211,23.011843551582835
49.99942013784239,18.362075185472108
50.25647464861224,19.203528800781665
48.70097220117619,15.05976626387821
55.26398689416361,14.459192329183566
48.70336818102709,20.796546637537265
49.69318944971022,15.781311317321048
47.65488886148032,26.703361827911493
49.55966670520716,15.765680215152328
46.83719089495795,27.04769724729039
51.40846297063668,16.65478581163576
51.4532763554768,23.76092987291437
48.84733341051577,19.337617147640234
52.48834650997983,16.04821282809594
46.81120017837455,19.36651347565667
46.80147326430161,16.206175234573767
50.649025669954774,15.7907961096753
48.51840580725499,27.47250417867087
54.84788216985453,17.56195923097018
48.41056281229011,13.277149383262616
52.227042212097096,21.141989739370754
49.44567537472175,23.29863857339858
47.51897524562673,18.404384402738334
