mu,sigma
35.378408591794056,7.075610892396866
35.211203679876434,6.737075838192572
36.8464017796021,8.823096653670483
33.81401479598257,8.78487139347013
34.64177831241705,6.950339598163687
36.52432810944144,8.623986088156965
34.302256294587494,8.696821838665358
35.84156261269711,8.08489692688879
33.267097723718486,7.57403651454199
36.55642136282948,7.776951485234257
34.44636813452597,8.282461075094835
37.13586087023398,6.9712399674636
33.29225441521155,8.99414661159019
34.55783368445641,6.883572190028247
34.79826440409812,7.638656244465887
37.099688323440716,7.335908142923278
35.40088853034257,7.356128432809836
35.77513765004895,8.573530903427885
35.83827435983525,8.248209521380387
33.931453710575404,8.636699756181384
33.978175767075896,6.4182013378912295
37.12471445453305,8.154496754976469
35.09902597618572,8.194292913559464
35.34290652043067,7.8015480985082
35.33875474306226,7.757708487690652
32.83542961393725,7.082015273298058
34.55434093886297,7.473018115176526
35.019976727949626,7.0768601306224745
34.24811959066524,7.650332055547346
35.068956265909,6.947721308084401
36.08749957491262,7.929069323616619
35.03044564406676,7.565433421936155
35.764766690573516,9.74183520640917
34.9962083879702,7.809576789925942
35.59230963917688,6.973908992802489
36.18600070794455,7.227047836688598
34.091819883391615,7.51239867318202
33.28238891833149,6.785092413405146
35.1955451125549,8.461480317189112
35.68017933796792,8.39228726646736
34.69148838646336,8.855724786151631
35.495914375979666,8.015176874557742
35.599932318947566,8.5046561122054
34.00996848888698,7.963254438100514
34.486492207712374,6.102352962026176
35.63806653504258,7.286755788601282
33.852147122117735,8.681984304995737
36.99767556856007,7.543890873633837
34.189526453840536,7.788380675361541
35.28977422740287,8.511729306006682
35.44082268627448,6.336328519995937
36.36197739219552,8.004471937748809
34.39081524263033,8.738474498479825
35.04924496302172,7.959411962318955
36.19520987808315,7.760154316899538
33.80914404088151,7.804150363629802
35.39328820108503,9.84327494408833
35.76696247621358,7.0432596244228245
33.106376013172486,8.040919665898686
35.40450331331233,8.409778208114346
35.23238682505097,6.835256535238222
34.12535554706133,7.823556917749553
35.47345755314861,8.10161284178386
34.02578849627028,7.248161810817531
33.31508435095296,8.56274092435804
35.539414684467054,7.514415972030567
35.90686720318302,8.126739801664405
35.70318491328223,8.583906645107477
37.22906264360561,7.210816477144626
37.08106679478043,7.6332008901361315
33.99612668925084,7.396663208749702
33.85021378609299,8.595798836737686
34.13935649552758,8.61686245160656
34.70514875207488,8.423767996085374
33.44758276271137,7.65912921334081
34.67921859945426,7.382528011260599
34.79752923171026,6.891067326016189
35.368891413494744,7.06514757837185
36.00116221180683,9.291469086265232
34.254161360665016,6.603067796768823
34.332348489259786,8.282388045352754
36.260987768548546,7.255479661642894
34.05261766824107,7.8739070490822325
34.80995731303729,7.7514411135331525
34.454218432509236,7.144935208255118
36.33290163404832,6.900046959875494
36.21701002803816,9.857632181295994
36.17079228563954,7.916320441478922
35.104132949457686,8.926562444457318
35.62387042634448,7.595537659448358
35.713929417378196,8.287058571679433
34.28595859479403,7.050788185903393
35.30261463594106,7.124296501635835
35.541642791251675,7.883039013398826
34.64925640871129,7.943327602172999
32.7530102033476,7.988197351067034
32.07801170003239,8.722014466663415
34.82771713136855,7.210890672425511
34.4967589912693,9.264413323139914
35.97082298490959,8.55588401307405
