mu,sigma
13.89709628816032,4.802624664701048
14.249889434678137,3.233562100734929
14.424746439437815,3.128665175103565
15.118864400317634,2.649030098732635
15.113974387371831,3.0228950099502785
15.30510464754509,4.469858358048735
15.478200612627257,2.9160494776402266
15.606387794690404,2.637417409820939
14.940685969155906,4.088951057921034
15.631040647678155,4.2898123609041585
15.574181048544622,2.9327664677771503
15.102170843758488,2.823499470379029
14.35807398875562,3.062130848296935
15.393194317330304,3.3320060774585945
14.151945976114074,4.983930227945846
14.588433967043061,2.5296142696853545
15.123496398709596,2.797665790304696
14.687887881441108,3.695142444503457
15.030750780385011,3.1804436813006003
13.858954654420113,6.828674593385472
15.40835378200741,4.521783190270472
15.627575343816945,3.6428128770153396
14.80925867727272,3.5074033167613208
15.378380540688903,2.9313306693180197
14.489065040170697,2.73823340033471
14.610753425062894,3.100794471569207
14.320707506669754,2.859437675955152
15.43531453188101,5.0050601168665185
14.98338035172202,4.128543261621602
14.271862988285607,3.9186762449225814
15.833594155788644,3.226863348187127
16.08013119214087,5.37369545073755
15.125176479944408,3.4285511508904323
15.573477912075449,2.471211795570337
15.259538198625469,3.4848160630798652
15.1865270671367,2.5906165489809823
14.794167167187286,3.404588919699613
14.627515823986284,2.9698313835303245
15.54975732772745,2.8072336980780475
15.556568881610346,2.907009327387293
16.43628799204461,4.575007085838744
14.914635274854291,3.3012963273350966
14.702466600446273,4.393660871647783
14.2902528755818,3.9608589596023727
15.119759990184217,3.442621725290313
15.28595871141635,3.2282478817979983
14.793051563304882,4.010068065866023
14.695521020691897,3.199952023462796
14.976852727831703,4.31571421148303
14.495631056414611,3.1813040825798873
15.183977148961771,3.0543696403113954
14.242937434730583,3.0771973340830976
14.829968232543209,4.042864685851982
15.46986721732659,3.370159964864084
14.64831510458745,3.591832012754724
15.65828274247513,2.9892683490222574
14.878554280871578,3.6969882444237188
14.14493804454618,2.889923605497567
15.420196286218017,4.7948396037069765
15.00167930076046,2.98559740869962
14.91920043908923,4.082045050613627
14.988122470887795,3.195866984343847
15.223218662951806,2.557120977073811
14.484473397646413,3.5880353680386916
15.263402651695339,3.4846165031018113
14.398227638917769,3.3750553233318867
14.933319612330092,3.497401894067874
14.675385137893578,3.885524484393564
15.054282973384758,2.687305037583059
13.604145761873564,3.9064885220268106
15.050430065150904,2.755390365538366
14.631205192849814,2.9472611261684993
14.622846976779037,4.9134340748050995
14.374752443895327,3.7021864249225405
15.181647988041718,4.207296643945022
15.459910587231818,7.673523688473863
16.129416463918485,5.091752769028423
15.121494336301113,3.278256076784703
14.841086916200206,3.5040440118267124
14.413153072833715,2.9559616498454457
15.617045568257012,3.7695702403887235
14.754731743562413,2.6759456672282034
15.616347603469615,3.9529028645996425
14.592927748923136,2.982100841884304
14.444994079747548,3.3479447415607684
14.777807077503088,3.4868462509800198
15.00922293452269,3.9198206161811613
14.338392693372935,3.526521066871202
15.19057466751893,4.532630339875909
16.53988309886008,5.290062525484845
14.635206493988473,2.6109581889579365
15.440029183300704,3.5455532039173274
14.745366131927554,2.925997143296302
14.756964055983344,3.629792961908845
14.918714730281351,3.333842666432575
14.22225373971512,11.859678835795057
14.690590280651422,3.461661823798727
14.926096676001535,3.676237068768056
15.970140166776387,3.714712794936252
14.816897582540047,2.300602941931486
