mu,sigma
189937.32771907697,1433212.6920532468
4056.7883144635734,23767.852555057554
4911980.08493099,33532977.925996277
-1304.3110196106772,11764.155107056238
1068.3858666348515,15446.276447384625
-2792.943640244686,14198.423585293345
-107.49165168574906,888.9323213101302
156721.22554792347,1070092.9418583268
-330.52942141687015,47715.93502490041
-119925.76857344832,1188033.408688109
8534.857324095146,35485.88369798981
-552513.4613996623,4534350.008050895
-131046.02225869529,1852108.712950282
-275858.39665670024,1955377.8223475923
-97703.62690655183,833039.5748518454
-1162.7625002158866,6030.048751561686
127939.95771229739,763185.5373272307
1490426.3208985815,10474131.57542613
6644891.359597887,46540466.63515102
-25131.007471008605,191954.02253912
-179.7361710646232,6491.62030584342
72552925244.22934,507870460220.4247
3966011.575129997,27758282.36163934
-24470.64577232605,162729.96874820528
1031.2117958264232,5805.781108847637
186.74286808481676,9349.309126188382
3514.213590589961,32640.92415015205
-1348.933838134586,70262.45289650673
60886.02542286984,393476.83461534866
11916.248763086107,61209.373005577225
-150970.5392274495,1081827.947125836
-23969695264.22909,167793547155.5717
-56652.94062051068,362043.64370380196
-12569.36342722485,85707.70300030553
14120.1131763166,95708.55027198278
1807.6711630943753,9788.520736178483
-6979.879446229654,35238.83865261993
-68366.5459191637,4510603.255704298
-32047.131583850016,155540.21186540424
-11165.254787094625,83350.43364803096
-18185663.64741866,127296679.08823754
614.8247875404936,2119.1032532349527
9780.70666474758,55066.50821271369
-4364.5694372197,40083.89638150666
-66687.70272363894,599261.3562204166
74938.32377059318,428926.04462692444
-3203.09029718134,25180.23638733159
-1580801.4916250624,11223995.598441327
127936.62363423804,887238.5997448063
51461.156883174976,761209.2076168322
-13289.749327775224,94866.24713292826
-292721.7970223378,2066053.6404838269
-4990.3337364424115,60174.352359406046
6699.495907238914,92233.81474470293
-7324.484041042077,58171.82153200234
-3362.7580209552248,18931.907375767558
237.25118352712508,5315.247473501962
10543948.231510634,74238502.3970572
1029184.4791441474,7479081.1764039
2110.5784408592936,31639.420325031213
-4027.346157807639,22103.600570099265
-83565.21269474334,520643.6356303871
114380.24222999018,820966.4660506912
7944.76211588703,56873.02503537221
1856951.5656689287,12786962.072767418
277092097.35706306,1939633863.8862433
-776879.4424760465,5423261.176093359
13959927.981075643,97707942.00945064
38185.35499979153,233662.7783028002
158629414.96196076,1045819527.1598914
2993853.429729657,15317351.689444818
502.4033278289778,2377.0943229920144
94.0940115146372,4964.49946868796
373.3458226369553,2018.7096645315676
-816619.4647102879,5725050.321439514
55671.806017385934,268083.3032284433
18099307.290231183,126706865.33160447
-36040.851579486596,271078.2786006171
-4596.246461000976,33803.367363177436
6563.651420771331,338370.0450137752
-108437.53980016794,750033.5332262091
-6192451.8861775305,43177401.86288138
-650.6183742327871,6361.616006083607
4940.2881109529435,27055.28654675831
4123391.066697433,28899767.198494066
35568.23529430896,318004.5484458275
755.1567714250918,4911.459668563574
733.3057272416081,3412.067248251214
1044070.6620755186,8143837.492521027
194.93669086878552,1628.431184817058
-8255.931343590164,59290.431731414195
-2825.064442970033,16524.252548111563
114290.80979485344,816017.764284895
-50913874.619137496,347233396.1409233
-47247.85084158911,389872.5320355302
-517209.70214778057,3710801.017585357
98244.98017913429,648238.8499078443
-2912096.959513164,20395002.13579934
26886.608728109743,181174.47014817665
-153436.4134987028,1076947.6728999433
