2.652361095313462513e+01,2.460632116867851593e+01,4.194032317897248419e+01,3.678766399993605773e+01,2.622665195741508981e+01,3.617390364003965431e+01,1.623470339872202603e+05,8.515441201654127212e+01,5.671682399188383528e+01,-3.984055351098203391e+04,1.161476015777836679e+01,2.813201944298351265e+01,1.216863407269816889e+03,1.951646564463140265e+01,2.840730003041476337e+01,4.201995859699636071e+01,1.201252732849857807e+01,-2.550424740890897738e+04,4.637777044825342898e+01,2.709147229995473793e+01,6.859866754788233666e+05,1.498307696355652524e+03,-7.216908202316766108e+00,1.227565019968612319e+02,3.383875073769820574e+01,-4.530554392035408569e+02,2.771667437838389603e+01,3.935298767468784575e+01,3.323224392122705950e+01,5.065918926332868466e+01,6.390475943845119389e+01,3.192837408159692103e+01,1.584419153522539503e+01,6.320195253170028309e+02,-1.316151309399280080e+02,2.859842567896098231e+01,-1.776387667554994607e+02,1.812226652562573292e+01,1.506769638474781686e+03,3.017406015148026199e+01,2.998198222355724596e+01,4.007996905571405478e+03,2.659183618542959948e+01,-2.515803376971713590e+01,-8.283842664091696406e+02,-2.155309153734687698e+03,3.152198980750429769e+01,2.440231891856188895e+01,1.931058994471964496e+01,2.825860236416751547e+01
2.828889818871861905e+01,3.600178375248699325e+01,-6.183033480754253105e+03,3.087606001038437142e+01,3.037176463438875018e+01,-7.312844489203047260e+01,2.934134225662245399e+01,-1.618093161519528167e+03,1.629056884204128153e+01,2.530600296505137337e+01,2.901219922849687549e+00,2.712138261511686466e+01,7.263694077290179507e+01,-1.114299647718233473e+03,3.072256392586822216e+01,3.743195072924251576e+01,-1.550297554817922446e+03,-1.941786040870082070e+04,-5.068276326193325758e+02,3.201325625590888535e+01,1.247087551326796984e+03,2.100784996865942844e+01,-9.297309360812677070e+06,2.526731602025726886e+01,2.542618142167927076e+01,-6.675076716917136537e+02,3.721807683211160622e+01,3.767710492976825520e+01,2.190586235340149912e+01,2.657434990227515925e+01,1.946837124820285477e+06,2.572776022887235570e+01,4.323524731487313488e+01,4.032830206676784712e+01,1.154431473160089183e+01,-5.923683789382466784e+02,2.769187801599592191e+01,2.345791239071846235e+02,2.841147838457620196e+02,2.785048308895494529e+01,3.812368060969082251e+01,-4.322004863346144532e+00,3.079211926089670470e+01,2.171429582366658195e+01,3.393810645675662840e+01,2.623878218176154405e+03,2.665371192781098486e+01,2.686920909412200587e+01,1.893477415108132078e+01,-8.389197802602482261e+04
2.143119347967983401e+02,4.003540597525079647e+01,-2.862374191248682678e+02,-3.631605663695381168e+02,7.727241978467073125e+01,4.068625066779183896e+01,2.073173723646238642e+01,6.604957867763627632e+01,3.922664557148034703e+01,2.675768522803328509e+01,4.174136905085585170e+01,-1.502744457183458735e+03,2.393448059889283641e+01,3.573867876765537943e+01,2.778740768175660492e+01,3.867964713288881740e+01,2.672957446149992577e+01,2.858352725883060330e+01,1.979831003937304558e+04,1.968014766106971081e+01,-5.544015476311655948e+04,2.383873443106031971e+02,3.263313747351921990e+01,1.195089421139629025e+02,1.169723104951102144e+01,5.819223029581613105e+01,9.442020403527827455e+00,9.484466223636427884e+00,6.089281348732799870e+01,4.024195563059517866e+01,-1.036435071837593682e+02,-9.673246440906139298e+01,1.165540265213862625e+02,2.700372257114835506e+01,2.789576990580058080e+01,8.465789972699985810e+01,-1.594238533003473890e+01,-5.387388787384079478e+02,4.913927385134007864e+01,-3.214396913008317256e+02,4.507072505966883114e+01,2.675829799214538340e+01,2.954420324509235485e+01,1.921157542973717014e+01,3.648328673693619351e+00,-1.364271749223532714e+07,1.689530933650897282e+01,-8.760627815608928870e+01,-5.796494172003525591e+02,2.489866324566114741e+01
2.739755113066183512e+01,2.773506396506124716e+01,-2.653756079430890509e+02,-4.425044956869493035e+04,-1.200568022436201687e+01,3.313439732647917424e+01,2.878195181046925555e+01,2.568524991818856051e+02,2.976016565735281461e+01,3.584207716828937151e+01,3.307996966425489660e+01,2.752468255801796460e+01,3.544636269858180810e+01,3.829340306388468207e+01,-2.749398783759464095e+03,2.513354050303937726e+01,1.312673879695406853e+01,1.554777728705363593e+01,1.713981709504233564e+01,-5.063450290392225725e+03,2.923235650023261201e+01,5.205448488456834610e+01,9.160068789956591218e+02,3.429901775976132683e+01,-1.007875574831057861e+02,2.960487549774090610e+01,3.009742089151521682e+01,4.612221826048042885e+02,3.032755826364929064e+01,3.450976942883653464e+01,2.460337231212292863e+01,6.828973165858823791e+01,1.203667169767787891e+04,3.262273093963039372e+01,2.994208963602213203e+01,1.678154652875277364e+01,3.185695552372707340e+01,2.767044792302195688e+01,2.082250422537179020e+02,-4.399158629604033194e+03,-7.141840319750697574e+01,2.736387367406469195e+01,1.482268683661126119e+01,1.938749330196944243e+01,1.024179474767202862e+02,8.099445644008369527e+01,2.835241337216353585e+01,5.920481244975391064e+02,5.539162087074861063e+01,-9.030938154782787024e+04
3.511734046618468597e+01,2.679320582079259694e+01,2.752841423805800147e+01,3.049903121023416119e+01,6.652671040254134027e+01,3.265163987957756575e+01,-4.135093958658080737e+03,-1.457102524513835533e+02,4.202758904482101343e+01,-2.300857089012913548e+01,-5.925685321579916831e+01,8.423117806401798191e+01,3.594838563522630182e+01,3.251448680201036012e+01,-3.068069198012508281e+01,2.964720413006309130e+01,2.469605168968369213e+01,2.213413174623251578e+01,6.975460183006897807e+01,3.247398674865367951e+01,1.275045049024183896e+01,1.721275380810777449e+02,4.587796220118177359e+01,5.978637189296597398e+01,-6.569479968467528579e+02,3.926583687624513885e+01,2.810399961188360862e+01,3.234129988176498216e+01,1.009064647042965959e+02,2.932776070186406869e+01,-9.455171125350574357e+00,5.634878780967977718e+01,2.943079049974923578e+01,-1.353006339379584006e+03,1.121012911640767697e+02,1.098306229621511392e+02,5.088470177088690605e+01,2.500884144073413751e+01,6.330354356375771374e-01,-7.006931309764318883e+00,1.800321654662678839e+02,2.329155951102170974e+01,-8.895196207496454122e-01,-1.242109552521101023e+03,3.498192626076432532e+01,-3.043146869122480780e+00,-3.710046361110940438e+02,2.916584445632821954e+01,2.408433618834492052e+01,3.921249587655831448e+01
4.349461002948682165e+01,-3.567330930541506007e+01,-5.295366596773483252e+02,6.710192314216886444e+00,3.016985372817407907e+01,6.444003874595898651e+01,4.750682262902805775e+01,2.651967010227188837e+01,3.500347913983586068e+01,3.700036470142558187e+01,3.167354006241018283e+01,2.893239757527011946e+01,2.797871518774270427e+01,3.260759821788216328e+01,-3.928506291157738417e+01,2.772229598704229403e+01,2.996369253564426316e+01,2.329219041815170499e+01,-6.950359991041816771e+07,2.420890452397410542e+01,2.401049345743466290e+01,2.950706834864175931e+01,2.619893454877807670e+01,3.510637599025903910e+01,-2.406085966576366530e+01,2.698801662771795407e+01,3.111300690886213260e+01,2.939858087739532877e+01,8.371698954080681006e+02,3.383027918146203206e+01,6.970700633190848095e+00,1.799890552127802934e+01,4.875039189716179067e+01,2.179954122799335323e+02,4.426025996937678286e+00,4.154954124847698438e+01,2.654300899287361304e+01,2.966819777714610495e+02,3.184104518113714732e+01,3.513028960564271586e+01,3.210741677247607129e+01,1.684305220623394206e+01,3.846701355123332178e+01,1.043315619797642313e+00,2.528509967547393700e+01,2.325582608518582362e+01,-1.861229424781960688e+03,3.444451583855727961e+01,1.302534522907609471e+02,1.287737460359198494e+01
2.891795461950767887e+01,6.544235134014137145e+01,3.922790310655686596e+01,8.764635128086072768e+01,6.235341999522723455e+01,-4.205821989221141674e+06,2.818946703309716995e+01,2.222703506493565584e+01,2.361559415404628126e+01,4.044714828307303378e+01,2.052394343946420818e+01,3.701715129513865577e+03,1.308310736205119156e+03,1.103416751350107006e+03,4.700304358560229190e+01,1.356149067909705650e+02,4.502652596475907387e+01,2.956595265192262900e+01,3.531455427582212536e+01,4.197739116053637076e+01,3.282420945356613373e+01,3.122436066269537136e+01,-4.992654833144423776e+01,3.161298344781794967e+01,8.868315302969799063e+01,8.102998054788321269e+01,2.191808961287529911e+01,2.457819991173679597e+01,2.594012569819824066e+01,3.357601107841487931e+01,3.091569375443788203e+01,2.944766719906666808e+01,3.561296594813425997e+01,2.918983686038234637e+01,9.647188905434266815e+01,-4.455958218282519567e+01,3.432289834749384738e+01,-6.550742907708879557e+02,3.291901845694055595e+01,1.397673991965820761e+01,1.057709598279278680e+03,2.658608918944281641e+01,4.463793644221263435e+01,4.166143107311466309e+01,4.067324699059352611e+01,4.691635414728993680e+01,2.296808738358077662e+01,9.290790982565471268e+01,2.777492730340017957e+01,2.857787047324044138e+01
1.583677835340651541e+00,3.726221070312372774e+01,2.954702469284719157e+01,-2.247408467148537966e+03,3.045126321640087141e+01,2.411511685753146494e+01,3.072345110484399200e+01,-2.051429780976520476e+02,1.079913131439820404e+02,1.193493411129081323e+03,2.545744806835552154e+01,2.325309597458949185e+01,2.921088779334706587e+01,7.107430516258384046e+01,1.337927201849839207e+02,3.259007638122081829e+01,2.982973146238420981e+01,2.327860148860680965e+03,3.497175038804622460e+01,1.994312697603068727e+03,-6.129418986861711005e+01,2.022992820748424236e+01,-3.155693756592066848e+02,-5.362883412446675493e+02,2.920358773081043324e+01,3.824692034989159595e+01,-2.098468754026052352e+01,2.137827593879912092e+04,-2.004181703096396632e+03,4.052334664757309213e+01,3.267995011507696290e+01,1.920609426466962395e+04,-3.369640339372890594e+03,3.304001360605425816e+03,4.191594814432227167e+01,3.198843533632050296e+01,3.740678413060551247e+04,4.316644144903562363e+01,3.218252304936637387e+01,6.751758792841482659e+01,2.030864617649846693e+01,2.914530668761555177e+01,-1.254999660057365645e+03,1.729256456942050022e+02,5.758797711225645344e+01,2.829187436318942162e+01,2.916684005046335670e+01,6.418352977084113320e+01,-6.009468825680258419e+01,2.209689982975971034e+01
-4.264979215618873422e+04,3.516416242492230708e+02,3.519071586417633313e+01,2.961403389513964157e+01,1.228318276821176767e+02,-3.829449676290303159e+02,1.319732118630620121e+01,1.513509582247284690e+01,4.201363632738782883e+01,2.430541915195839522e+02,5.092116888379044894e+02,-2.129618173119438143e+04,-1.310188020316942641e+02,2.417041928362406011e+01,1.713131758555036299e+01,5.488333944398084441e+02,5.644790356875012094e+01,3.492054662779347609e+02,2.976400813669190626e+01,4.182994379163656617e+01,-3.851138616530583822e+05,-1.946345010711571888e+02,2.760009847846314557e+01,2.188502780219533506e+01,-3.457494708654934129e+03,3.013310545632115023e+01,3.972192125275297769e+01,2.804505596354233532e+01,5.026099032145463497e+00,3.229164092411813414e+01,-1.159871683052307344e+05,-6.009307317448440008e+06,6.779326590126365204e+01,2.552601830735763855e+01,3.471559834060722949e+01,1.605378345622083458e+01,1.504397137559963582e+01,-4.386119982460474603e+03,2.818297460144865596e+01,2.787753238444864223e+01,3.583215126984903520e+01,1.657748845492033851e+01,2.530228868678256404e+01,9.398678603918346198e+03,2.608905780035409450e+01,2.983531257070820786e+01,2.676319609677495137e+01,8.621681998348197595e+00,3.332618788320534264e+01,3.992533883402401784e+01
4.889815207634917460e+05,3.214635217949103208e+01,4.137982534683582969e+01,7.569963989597080456e+01,3.002836163016045035e+01,3.097520440630811578e+01,3.474361285305354841e+01,4.024056224219450684e+01,5.580920219193279053e+01,1.159904006462484460e+01,3.706743897590492764e+01,-3.116255468017577357e+00,2.282691589313652258e+01,2.503370369937240270e+01,2.278256492591219029e+01,2.819165764524830209e+01,2.688073924796022851e+01,2.327164649897936499e+01,-1.919100947229743781e-01,6.846608984139534471e+01,1.110181717221309299e+02,3.085105709076879776e+01,5.451235223991247381e+01,3.729297793320643706e+01,3.309070170422497625e+01,-4.725840110849195298e+03,-4.436299368531358311e+00,7.930998903972462699e+01,-2.156521567554567582e+02,2.329416499226580584e+02,3.369522041934588685e+01,4.598406924911201941e+02,3.295530205349473363e+01,2.439549870317207692e+01,2.923899988554952856e+01,-1.139372470223216283e+01,1.406724014601776673e+01,1.194615375164755449e+02,-7.423016013154192194e+01,2.674012533879846742e+01,-2.593767978813063451e+02,4.149856229083443537e+00,2.903238593620810448e+01,2.065949682705296908e+01,3.138451181409740087e+01,3.892194864647932206e+01,2.741005835882238983e+01,3.345345685172993910e+01,2.945476942357156958e+01,1.805739906800384276e+01
