mu,sigma,label
29.302989114475377,5.352219142829304,0
29.094790565624,5.825274463582974,0
30.097250847182487,6.583814621215635,0
30.009714885451107,4.829076620335477,0
29.31983642913653,4.949808166152181,0
29.765746366318012,5.705469176233053,0
28.498556271434605,5.369829320891115,0
29.837273805227177,6.132803291081546,0
30.844312769909223,6.885773093171738,0
29.484325606950225,5.790228016055389,0
30.01410138700572,6.278953777282001,0
30.42604115256612,6.004023953232872,0
31.9982691295366,6.14884325083443,0
30.145665483696803,6.3594346878289345,0
31.10653067844903,5.980481433003448,0
30.171709612940813,6.68098372749246,0
30.854286353143156,6.665555454958515,0
30.69209548423204,6.10689592891457,0
29.227909744237017,5.958249611006916,0
30.158035643937893,6.853584582394093,0
29.43480960830118,5.079619485942971,0
29.262874640637605,5.548777975850369,0
30.293248940322233,6.148549917177276,0
29.499102751454917,5.869067102171873,0
30.0673868625859,3.722873878364973,0
29.456461239774313,6.539313433593838,0
30.60363215351452,5.59755215290127,0
31.301531922355856,6.642480338188296,0
28.29811272491298,6.189912763678297,0
31.171657724336004,6.171603736239682,0
28.793098941742073,6.705070217932568,0
29.099816595759194,5.545297811664932,0
29.3139661853476,5.874893572979251,0
29.23663261423253,5.881285594952106,0
29.857205920956957,6.249636220113425,0
30.677183179783945,6.510858057148905,0
30.239457316159825,6.438702252302516,0
29.272243769690153,4.449034381340026,0
29.66578754706455,5.371302247554356,0
31.011989496623524,5.4996581192592,0
29.817369666070434,4.77276619117843,0
29.683648453700552,6.540415169955578,0
30.948125297189787,5.573004600149767,0
30.976433260860084,7.031753203708843,0
30.54263621640226,6.2247792670123365,0
28.886053720993903,5.366044007928522,0
31.505897748392726,6.570282451175397,0
30.242094459053664,5.673133489900582,0
30.65506695712666,6.122535243217534,0
30.28222325287873,5.980491917721912,0
30.155098538229712,5.91572637332256,0
29.43524209960195,6.5451790448707285,0
29.86233149366291,6.436513312872856,0
30.622795414550417,6.265390922631697,0
31.308947774091212,5.86435285074617,0
30.69175009336638,5.863066625601776,0
30.79605524916657,5.339959146669919,0
29.60824827313312,5.565762750379715,0
27.695163956664533,6.888758681294889,0
30.59828837782789,6.259970699438436,0
32.475480119753236,5.875435174467509,0
29.644820333602908,6.2160021141884805,0
30.26444693061836,5.867196955922102,0
30.59092319859879,6.309000671111158,0
30.130894873594357,5.877392297906188,0
28.773317442462123,6.468953375470336,0
29.801455209085827,5.815554007807064,0
30.080144481743396,5.41286768099829,0
30.34502619456565,6.339159919933001,0
31.302333508314614,5.136389748130637,0
29.70460884794633,6.0852722935499814,0
29.546121831634697,5.557325815271727,0
30.225677701526756,5.685763009064227,0
29.692603496286296,6.0729717191563735,0
29.69671100717336,6.1442353617203445,0
30.56984856251558,6.7477021426752,0
29.52959886109566,6.080819037762383,0
31.101116136478108,5.3669338215411235,0
29.86995211274602,5.726349705334202,0
30.330248197199975,5.747853751898868,0
29.180886803967983,6.507338018046545,0
30.416408492881484,6.478487326181275,0
29.435348076876313,5.398324409479277,0
31.040217250134855,6.018656378666025,0
30.30909073602782,5.130568220694514,0
30.44666890751754,5.921437698753874,0
28.641839826671266,6.424232163226366,0
28.582315620014285,5.1164363722191455,0
30.813571042808498,7.393830464973939,0
29.789997990726707,5.237581523248032,0
30.04098568042126,7.287861818040762,0
30.6233436544738,6.140965034751725,0
30.777103709063866,5.315427325508906,0
29.64979203211854,5.878093956646473,0
29.93223273735675,5.717867377739901,0
31.10172064320532,5.653222621004368,0
29.116982120518916,6.14274200774024,0
29.62927379717127,6.265200075792596,0
28.595025924093093,5.5137803422693,0
20.642154762198587,5.675200421529032,1
20.600997952223977,5.118480185102002,1
20.25637402275419,3.676669794799845,1
19.27846528772998,4.622508188885992,1
19.86620767961632,5.0926888907099634,1
19.288969617957196,5.3254415985042325,1
21.026464896282032,4.668111437197669,1
19.23185855795408,5.033803733591104,1
21.20014644740172,5.477674916166941,1
19.03739759646719,5.569340161477206,1
20.249324077107804,4.638133804698038,1
19.668564427969933,4.774024848694449,1
19.97365530016856,5.5983347907131185,1
19.20019210104442,4.653062913663404,1
20.90473468785665,5.503198782368415,1
19.09460405297605,4.087255531874498,1
18.8554652068862,4.808953260798979,1
19.49755230763372,4.646230611221426,1
19.546491524749545,5.469553860410236,1
20.02938977542542,5.263692244069005,1
20.67420151713786,5.40984884707765,1
21.32042520727516,5.111079513355371,1
19.07738555359791,4.853861782945401,1
20.69739285173616,5.106108002250236,1
19.693809928876306,4.692526767498745,1
19.570163635602988,4.7552233156279,1
20.806544336714975,5.369598222659595,1
20.384487868687984,4.617304487686987,1
20.971531530384844,3.9575380979803025,1
19.655227529255704,5.124501745135415,1
20.10273682066465,5.650391273685873,1
20.2159289337039,5.054524081755957,1
21.120900129737706,5.010098200225426,1
20.483585079088954,5.022811388581781,1
20.366587430521683,4.441153039710378,1
19.52962771660179,5.7732940016760175,1
18.83005528168624,4.710240369719272,1
19.977106205570475,5.363830414619432,1
19.9949815320254,4.654387546526791,1
20.255237935286424,5.490388833418136,1
21.215635095615923,4.863194903896252,1
19.38784801645125,5.230904931939962,1
20.727013053268383,3.9345085436357135,1
19.896858028952924,4.416724414513859,1
21.00076138844837,4.222144607799498,1
21.051767232355783,5.2319941567843165,1
20.365009909826124,5.924883101114522,1
18.73188654984282,5.156186573855667,1
21.347545347634856,4.623652032893767,1
19.977929718889317,5.720687734173928,1
20.470701768637536,5.035162973691152,1
19.069031869549832,5.122627694779842,1
19.30877698800864,5.327027432168911,1
19.15042735945513,5.345809530187443,1
20.204695367194773,5.062597935957289,1
20.41019126304684,4.7539101910985355,1
20.866237235264272,4.914581345998065,1
19.149778338031258,5.939890887288981,1
19.46079543964523,5.227280174557414,1
20.586685132366565,4.291641851888204,1
19.179883582221574,4.6005974554675,1
19.34004560288186,5.637859562078612,1
19.777259817498056,4.257422143125334,1
21.470025758261635,4.740320477806039,1
20.19641779449156,4.95857430761766,1
19.614459215532733,4.985433717557965,1
19.468597974438968,5.257184978056988,1
20.062882552530663,4.910417937910058,1
19.086678251740526,4.438366378941928,1
20.016751221915147,4.492572211064148,1
20.0422213786911,4.642144227300573,1
20.575007584671074,5.019847314003767,1
20.528515056929827,4.578554597093092,1
19.226417953826942,4.907851407250589,1
19.333971058047073,5.3303527846183565,1
20.582297671648597,4.870078996874078,1
