mu,sigma
15250928.471974213,107856093.31184241
-1111.41898479246,10493.620007779518
1421845.7574838393,8675954.175945697
-6753008553.949258,47750995729.01052
91324.57430783514,645138.6693484938
72452.14745428432,464438.3460916698
5208.217401575033,73802.31572976064
-53125.26379126198,373374.94954691984
13209799.795589302,93415840.79282477
155370.21304278125,859566.7843133428
-1088.630072146922,18446.991705410393
1109.8754893086489,8091.792731637498
3688.4668813653448,39536.26153748364
53209.114304404946,390679.87059305696
-847963.7497578114,5901288.721124879
-1471127.6763991502,11114557.95161515
657162.170749963,4703828.711347725
-678.0136708029828,4759.826195423715
-4074642.048616991,28802390.76736026
41877.54021580369,1428789.4615224516
15986.53201447652,65599.40691010893
2137.286338679021,15500.864560396205
1431267.4369721112,10125156.213326205
19927.359969245994,121343.30527296546
81910.2742983909,578001.4534553022
-2338.6068686261187,30109.13556297278
-811988.2486388581,5842962.688774503
222028.29243819357,1697541.676817845
2161.067386263585,19452.147162805173
18577.900356288654,104589.92763100802
54055.14809463948,276953.5320070942
-15071346.128130963,107246159.21971641
-746883.3125176594,5200108.289889822
-139599.62868655138,746800.6751081096
-935.9219155887304,22689.13426818036
262012189.12421072,1852681442.5007803
-655175.7787179131,4620017.492650026
639987.6578428899,4517177.584318503
-18251.0086555395,1045646.4058092299
4949.450721900045,26293.802153222936
134677318.3933841,952329353.3876145
-2391847.6498386306,16912868.016425997
1655.225885383741,13382.669537079193
11516.978416136048,158407.0183788651
7979.327965653605,53272.70537158377
8539.471186156448,57835.552801333695
-24014986.914437264,170331321.61875528
-362.31290634560145,2315.45823371432
-18958.558563238515,163492.02889578152
733.5093809631761,8119.446403139493
-220067.1690089527,2221105.7414687173
1067.2455371459137,5699.349947650312
3271854.660996726,23136230.32092609
14342.68538000607,107373.71207537588
71483.9842856476,708920.7026709644
-288284811.79258275,2038460536.598957
-34823.1281951316,247789.04893211054
-985610643.1928308,6969245545.834913
7422.4685523427415,58834.75474369851
-2122717569164.4165,15009880256503.451
12456.642536661438,143803.10155855387
-3695.8555390279967,21313.206902908958
-7038237.678321451,49740429.73345138
-879589.1259632572,8824954.325269364
281546.9699000016,1332540.0634362474
-3231.9246963632318,25874.86371087662
-278052.57814241364,2385198.5105055966
2155.1995923068275,16871.265633534884
3278.834535292695,35811.93317429394
-3754.6827645718586,149972.205320343
-11217.361703168855,75267.25976094436
-52661657.79487788,362845041.9953848
-8533.49567202445,50475.49843181295
-117940.99794441994,887892.596723037
39672.82845759399,304442.54249707144
-2384.7924125387485,12048.402289780497
5441.125829069634,98310.35714944454
265116.20549055835,1766689.0751831722
-51617978.20507726,364919190.50669175
-3018.822305923084,13601.266325856983
-33561976.78188284,245315876.10806882
-543.4387891523711,3884.07398560958
1031912161.8346263,7296715503.435087
1993.6574080594253,18770.001438800966
-559.0130449431639,3668.3115178947733
58564.25273850281,404667.1232083219
-6768.294828435688,35702.916077212496
-1089.4139368374788,7386.0543857130015
-1987.5864028703231,23460.787528907193
44908.92924965651,232158.94064495247
-5761.194125426044,57206.56247729761
60801.03268804984,559000.8263173098
-41391632.14093849,292450976.15660375
-36.12778645883861,70783.26289643226
10032.79451085142,60591.19359007747
-437024.35297352786,2815994.306419676
16067.588254980468,130512.66804805318
-153.61435269147864,3568.6853462289114
51446.93110671587,1757836.9672014196
