mu,sigma
-3064822.880792514,22483454.768334072
-5873.284463818394,186801.69562902435
-13877684830.163237,98130038660.22247
37984.466166263184,258812.73231078134
-28084159005.513638,198612896096.5961
918004.5193888596,5791727.679405741
14317.23835157425,65936.86100292963
43057.551755416316,520781.88461418444
8826.433569103492,57909.915048958595
-33263.29288486353,181016.9136874669
-115969.67180728594,1034726.0952471371
-12723.29441529366,86351.1051537789
266081.72749222396,1863430.5036443966
126264.36470188321,513370.80186022207
42147.68043482454,359692.1474149512
369937.3992999855,2386236.3406317057
284198.72074681445,1487644.0269472275
-23136.68191043176,144315.25105048792
-16988.66395642718,130408.93933543262
-325388486.14806765,2303445571.9218574
-632818.637475189,4420886.480339422
-103357287.27970392,713464848.2971193
21908.529994914792,158179.99435464616
-276048.08498234564,1869253.594376296
-16129.154923421818,92770.28031618347
25885.026800544918,193324.33847011108
-1933004.6648506583,13625317.125489645
-2597.579085660922,15385.61548323051
-127723.95176593728,924388.6813563355
-430699.9284192676,3073521.2135281423
8550173.504913826,60461474.00071713
266718.0619108844,1895822.2262335208
294.49210401552585,12323.937100158302
-5872407.992857023,41664933.249621734
-13546.716223588235,99580.3074542325
-83065.52966607973,513075.4055398667
3328.81329328262,41695.72315881881
96826.92912167963,524048.3249634366
-89864.93030348673,626280.7733669938
1298464847.2797794,9217869692.893507
-819.4283558044818,8142.673980750845
163689.98074613453,2084354.7320153653
-1660867620.852935,12632185431.414787
154700000.58049285,1095468923.0967007
-7105.670324783312,56039.92103117314
-1408.4528336272435,424382.8739712415
-9845.062664528674,37329.42702071816
125476.2180168111,856314.7317886373
6821.812152614904,41858.830526915204
2256.7178316560266,13547.790132367698
-2619180.8735801894,19637062.156318385
-659.9789500492942,6924.51401678806
11361.107539234232,88835.8628493538
-131501.3583816877,1055796.3634507798
149286.06710191682,1021790.6851307921
10975.73616334558,70247.86480660821
-2458.232576425501,14645.69135903721
1592107.059534254,11261007.755273974
-3468.8668484953173,26109.34142588396
-159645960.83593753,1128847272.374218
-117631.22439174548,7994765.778588528
11047.887795014454,122387.1638816486
47871.80571855019,306995.1975004214
92541.8509028089,653656.088574683
1299.3446988495477,14359.055576232553
-9442.4726831821,66477.93804668057
295588.86891740136,2049761.27143281
977712.9159903175,24556012.28168448
-543.5362473497939,2305.6907850813336
903291.0975997018,6412926.860202372
-992.2593745787299,8805.612343917506
-16248.191536611914,83124.13596117886
-5329.769400185523,285879.51103145874
-21439.143766148412,119896.64010810516
-570.0400594896199,6815.934320079996
127298.42911132304,926534.7771461436
-147013.81080953544,1019712.2435586777
-3259.434745462635,14144.581934958482
-3506.6189999114736,24196.890722104697
-445860517.696932,3152800921.9042788
-80036.40743271833,1695429.685401509
-29137256.355621487,206411572.6076159
5460.037046598546,19814.323827738604
-7253.25072057782,39979.9592238332
-183996.24246595043,1083020.410078172
1612746.1660037201,53132613.51564661
-138509068.74654487,1124748722.7466998
-21115.30742504757,130748.78968451009
589.3996691958266,7407.266906403879
5798.297965523782,59268.32626007779
-1474.0733575307202,44576.53467631687
634859.4427575382,4524282.638085617
47279.10548878004,335584.22587543225
-22524.530296953642,113174.12699754037
-1845090.6362462572,12896313.431229213
-111128932.85547386,785804546.4158107
3336.1876375087686,25025.723451948812
10496763.115249021,74132510.40199125
-51796.99642562325,371123.41438506864
