mu,sigma
-67.2314102808653,574.0358097507867
1175.5289082273619,9157.501204028355
-148922.32316217132,843072.4162443167
55.43777923776263,2977.4282330753545
-15598.40405088663,1874236.2367557099
25420.53729404565,173754.79605889073
10069.825946210765,71000.77375909762
25941.70908845023,186886.74276166904
74627.6677194055,516823.51024024433
-49578.41361290615,385073.3938050841
-1246.351467589069,7508.391411244288
-24670.259659314423,164712.95478088091
-308905.42114759085,2142342.376973564
-886.0365352744695,8153.675381365664
75203.21107194776,493924.2656427809
3795.1669451331154,18165.38634070407
49081.72115927964,317425.31998630584
1430649.1142372002,10058364.557281906
979.5016394980483,7005.196734972931
1722.2267204992722,11967.020240287296
-14416.690783093298,94155.0608279911
-234.02814414199847,2977.221506678099
6892.547456314944,47951.48716090876
209.8482579846421,6108.329095868517
-2081.495083491278,14924.575432981088
-64983.86642506754,467395.52164876566
1752.6706206646077,12714.768246656546
45437.08137351804,327950.5791284568
3039.787511154479,14516.998758678716
-38747655.25945732,272835407.9936774
-57.35787001350805,674.1147188538076
-2117.8590945008104,14647.838078035575
-115374.39034457317,836006.7491745331
-3996845.082499944,25518874.377749216
10749485.65368253,75957033.99430723
2976.5887734256835,21780.728985231515
230862.99556160066,1630892.3756049103
2027246.8835873879,14334955.345765637
-8262.111188495533,55035.05235598641
-7503845.5766429715,53066093.98061073
204.27464620892547,2953.9255519072594
-1469.400228338755,20614.9388852086
156898.87386989358,1105633.206345043
42160.71595400947,204769.78924477944
3253098.5626157904,23007248.45971053
-14294.487061432694,105915.23733588112
2055.551750612716,20368.235859621313
-1398.2587451436223,7803.619251001089
-546.8768754289564,2387.628849068115
475285.9361779439,3394293.267344675
1241271.7307302263,8633829.025366066
-26500985.122436285,187392641.27734658
151767.14916751385,1173208.2526376008
-234207.72812413078,1764487.5641138984
24378.00214634493,169327.57511672104
-82744.30813487605,548636.5811195282
-1042.9234787383111,7613.560437370566
-1081.0103471946434,5426.387945488321
572.3580498582411,8144.73279404058
43043.38807358397,413323.64978694444
13483.917522186413,85466.93470142865
-112024223.90100484,792120318.1006968
-708104.5246681566,4248625.9925941685
3494.241923321136,22583.66340463646
-557.8761210790578,14272.87744767256
680.5262677489889,5595.916582156232
-1104.6875303436705,7844.94211948792
-3277.178285322961,22219.306252652303
1454217.523863692,10288695.966503812
-11404.23706507066,53100.29176874822
508.7112444142562,4218.67410440424
-1715196.4807697139,12124563.501488991
-89260.70892657053,540597.7265519121
-254.5951913780365,4842.122885886587
-303323.879810717,1824678.9873154173
726.2700274906289,4483.602192780685
-56.07379128578346,878.893208912225
-1646.6673366738992,33752.217194177916
1968.8602973816328,12034.705126653316
158.03350233089097,1870.4924816175644
2458.194491104478,11876.67416827426
83281.47992849279,835915.4585524858
240420.6063221972,1705332.4462505782
1751.082604373805,11583.01326123463
-42438.31919486424,298248.9499417065
80223.02677292419,1645004.5938170603
592.6224692720289,8357.85582996075
-4922.30367240207,32015.528517242266
481280.46425865404,3040585.997796244
631.4712535503631,3023.564859483902
-16508.75051715526,116498.02456206549
-609839.3747300986,5076887.76562892
2647.4404793313693,41158.07504872906
2372628.08271361,16825705.573722024
-243258.37052395637,1834869.7537515042
13883.451735288741,121123.95706514094
-48195.19125183944,338682.25817993464
-34818.20992317087,225075.5811392329
16289.411537027854,109296.7278765777
