mu,sigma
16.354789775881656,7.272440875392982
13.469466787736103,9.10969166429897
16.783909689887818,7.749229156443079
14.725065048799559,6.964325271572493
16.23949079578256,8.208027065493184
15.783604188843771,8.292426143881503
14.848627818321152,7.332141406248638
15.925206275526087,10.124943662000078
14.432763619565753,6.910663948907458
15.50327194524939,7.538433501695103
14.200518189874394,7.398431010513494
15.744010687344828,8.324456433178513
15.835604084554532,9.22546013011177
17.062718850298182,8.292311853944222
15.961865379860951,6.82497346440314
14.832070675499333,8.398037077271622
16.740865933132977,8.320401097995203
14.768137566560558,8.4404159200624
15.36408875554843,8.183540971721783
14.124589796178139,8.121979524219286
14.883918744807318,7.644638686994536
14.599648450977693,7.472871485546953
14.340487880948606,8.361652950227949
14.765749345859652,7.627270739523194
16.42149411505014,7.034165694308712
15.136589028698575,7.541595710550787
15.839710268830775,8.404250398419208
15.646947449592176,7.945321300600502
14.704412112170207,6.417390270518677
15.39982595574995,8.051962881257829
15.307959569979543,7.955189566251212
15.176340080792972,9.23885628997978
13.913816905613203,8.248084036516936
14.697339141425875,8.02717737899564
16.576876967566196,8.815660655109886
14.205397176674913,8.369304211572155
17.010885588672927,8.706391176960755
14.754310289879136,6.795663696528313
13.73341892310124,7.43290303976825
14.771616345124485,8.359420914878184
13.960612670596277,6.733743070655067
14.703711870297873,8.35736993923187
14.0236226542358,7.751607769298053
13.154861018178783,9.06928357195977
15.259753668149358,7.183259425346952
16.512867003327045,10.72530675986775
15.210123908675259,8.661544274103111
14.564600855248578,7.796280452333643
15.022844861562184,8.805811062670099
16.269042917949594,8.550766824578453
17.247001665096846,6.757305128027108
13.39450967832885,8.481032969363179
16.18688074689874,8.428581644357328
12.996043340916017,8.580716274220634
13.810680436686864,7.830733959151855
13.773533930306982,7.930561841407955
15.750942809923684,7.107050125323676
13.337658096278771,9.503736479216863
13.305140617712562,7.831967467549022
15.12770103142746,7.701249218101558
16.240308395634933,7.142485970671529
15.096155842382146,7.483344046357534
15.46417249638265,8.232468922745348
14.942986027905329,7.229773206789519
16.45364111060915,8.825917899846392
14.842299210687916,7.4478748447963925
13.928456292372282,6.9764138565319636
16.73368276325396,9.841780434028667
14.130250304909564,7.9394393057101365
16.944541032020805,9.0899321763345
13.790005204754674,9.299413143568689
15.677999614330165,8.345217358351498
15.36149950950825,8.530681053596147
13.694261683332085,8.27077813913935
15.737506349378812,8.535682234393539
16.36008042713322,6.223209704648375
14.430919901599975,7.369121544140583
15.740004786411378,7.882473185918242
15.750538375773868,8.079640575426739
15.771300971238126,7.419822366532234
15.920919160846386,7.898679648949916
13.42997261094997,7.9431799602459465
15.4251480412572,8.31721902059703
14.680238456217673,8.345965815654877
16.653483383663072,8.303054523155495
15.453033330289784,7.948285717834451
16.275612326206446,9.039169889962155
15.36537973824446,8.675564631160828
13.727099069094027,7.270462130748684
13.375210303936628,9.23854248457882
16.204779487761417,9.012245744021612
17.377585308929564,7.499989583503479
15.172934124832693,8.478454259543712
16.27775769766371,7.86433694308198
13.514589428106472,7.774517540702837
13.958172327138357,6.762562210991572
13.60682952820502,7.776807091972638
14.169899971866355,8.337586383186116
13.224794130711523,8.031241515644522
